Employee ID,First Name,Gender,Start Date,Last Login Time,Salary,Bonus Percentage,Senior Management,Team,Active,Probation End Date,Shift Time,Monthly Incentive,Tax Deduction,Overtime Hours,WFH,Compliance Trained,Location,Previous Employer,Joining Year,Joining Month,Probation Days
2610030066,Adam,Male,2011-05-21,01:45:00,95327,15.12,0.0,Distribution,No,,1:53 AM,0.5,3804.0,0.0,No,Yes,Madras,Infosys,2011,May,
2610030596,Ashley,Female,2006-05-25,11:30:00,112238,6.03,1.0,Engineering,FALSE,2013-01-07,midnight,0.1,35.0,0.0,No,Completed,Chennai,-,2006,May,2419.0
2610030095,Unknown,Female,1990-03-10,01:08:00,132373,10.527,1.0,Client Services,FALSE,2011-12-20,2:33:00 PM,2591.0,35.0,0.0,Yes,Completed,Tamil Nadu,3,1990,March,7955.0
2610030316,Shirley,Female,1981-02-28,13:23:00,113850,1.854,0.0,Marketing,1,1995-07-20,11:47,0.5,35.0,0.0,No,TRUE,Tamil Nadu,"Accenture, Capgemini",1981,February,5255.0
2610030153,Adam,Male,1990-12-24,20:57:00,110194,14.727,1.0,Product,TRUE,1993-09-03,5:56:00 AM,0.5,35.0,0.0,Pending,FALSE,TN,Infosys,1990,December,984.0
2610030123,Elizabeth,Female,2003-09-10,17.53.00,146129,5.687,0.0,Finance,Yes,2099-12-12,03:55,0.13,35.0,0.0,Pending,Completed,"Chennai, India","Accenture, Capgemini",2003,September,35157.0
2610030216,Teresa,Female,2016-01-28,10:55:00,140013,8.689,1.0,Engineering,TRUE,2018-12-27,5:31:00 AM,0.5,35.0,0.0,No,Not Completed,"Chennai, India",-,2016,January,1064.0
2610030114,Nicole,Female,1982-05-03,14:28:00,122717,12.452,0.0,Sales,TRUE,2021-03-30,8:00 PM,0.12,35.0,0.0,No,Completed,TN,"Accenture, Capgemini",1982,May,14211.0
2610030755,Jennifer,Female,2009-04-04,22:47:00,71715,13.079,1.0,Client Services,Yes,2018-02-10,4:00 PM,0.4,35.0,0.0,Hybrid,FALSE,Unknown,"Accenture, Capgemini",2009,April,3234.0
2610030345,Patricia,Female,1992-11-25,02:24:00,95322,4.15,0.0,Product,1,2006-12-02,00:56,0.5,35.0,0.0,Remote Only,TRUE,"Chennai, India",-,1992,November,5120.0
2610030924,Philip,Male,2008-07-17,13:30:00,89227,3.996,0.0,Legal,TRUE,2022-08-19,3:14:00 AM,0.5,35.0,0.0,Hybrid,FALSE,TN,Infosys,2008,July,5146.0
2610030392,Patrick,Female,1991-07-14,02:24:00,124488,14.837,1.0,Sales,TRUE,2009-09-05,6:00 PM,4162.0,1509.0,0.0,No,Completed,India,3,1991,July,6628.0
2610030766,Unknown,Female,2014-08-17,14:00:00,86230,8.578,1.0,Distribution,0,2015-02-01,25:61,0.5,35.0,0.0,Yes,Yes,-,Infosys,2014,August,168.0
2610030499,Sean,Male,1996-04-05,20:59:00,135490,19.934,0.0,Marketing,TRUE,2099-12-12,midnight,0.5,35.0,-5.0,Pending,Ongoing,Unknown,3,1996,April,37871.0
2610030295,Brandon,Female,1997-03-11,20:17:00,121333,15.295,0.0,Business Development,1,,5:08 AM,0.5,644.0,0.0,No,Yes,Unknown,3,1997,March,
2610030173,Ruth,Female,1999-08-19,04:03:00,129297,8.067,1.0,Client Services,TRUE,2017-03-23,25:61,0.5,35.0,0.0,Pending,FALSE,Tamil Nadu,-,1999,August,6426.0
2610030476,Victor,Female,2011-10-03,20:40:00,84546,10.489,1.0,Finance,TRUE,2018-10-04,7:04:00 AM,0.5,35.0,0.0,No,Yes,Madras,"TCS, Wipro",2011,October,2558.0
2610030144,Rebecca,Female,1980-11-15,04:13:00,85730,5.359,1.0,Product,Yes,2010-10-11,midnight,0.5,35.0,0.0,Yes,Not Completed,"Chennai, India",Infosys,1980,November,10922.0
2610030857,Marie,Female,2003-03-16,00:12:00,104058,17.695,1.0,Business Development,Yes,1990-11-11,25:61,1587.0,35.0,0.0,No,TRUE,Tamil Nadu,"Accenture, Capgemini",2003,March,-4508.0
2610030269,Howard,Male,1992-04-27,01:10:00,105062,1.563,0.0,Human Resources,TRUE,1998-01-31,10:51,0.5,35.0,0.0,Pending,Ongoing,Unknown,"TCS, Wipro",1992,April,2105.0
2610030571,Unknown,Female,2005-07-27,08:32:00,79536,14.443,1.0,Product,1,2014-09-23,9:00:00 PM,0.5,2256.0,0.0,Hybrid,Yes,-,3,2005,July,3345.0
2610030925,Norma,Female,1999-02-28,20:45:00,114412,8.756,1.0,Marketing,TRUE,2007-01-27,2:01:00 AM,0.5,35.0,0.0,Remote Only,Completed,"Chennai, India",none,1999,February,2890.0
2610030573,James,Female,1983-11-22,22:52:00,68501,14.316,0.0,Marketing,0,1990-04-22,midnight,0.8,35.0,0.0,Hybrid,Completed,Tamil Nadu,"Accenture, Capgemini",1983,November,2343.0
2610030069,Kathy,Female,2000-03-18,19:26:00,149563,16.991,1.0,Finance,Y,2012-10-30,4:00 PM,1232.0,35.0,1.0,No,Yes,India,"Accenture, Capgemini",2000,March,4609.0
2610030792,Marilyn,Female,1999-08-22,09:09:00,103386,11.451,0.0,Distribution,1,2019-01-08,1:07:00 AM,2581.0,1637.0,0.0,Hybrid,Ongoing,"Chennai, India","Accenture, Capgemini",1999,August,7079.0
2610030756,Arthur,Male,1998-04-13,11:28:00,89786,14.422,1.0,Legal,1,1992-07-26,6:48,0.03,1225.0,0.0,Pending,Not Completed,Madras,"TCS, Wipro",1998,April,-2087.0
2610030604,Terry,Male,1990-03-09,21:15:00,52226,19.135,0.0,Client Services,Y,1995-04-30,11:00 PM,0.5,35.0,0.0,Pending,TRUE,Unknown,-,1990,March,1878.0
2610030511,Mary,Female,1999-08-13,01:03:00,134645,18.197,0.0,Business Development,FALSE,2003-12-25,1:00 PM,0.5,35.0,0.0,Remote Only,Yes,Unknown,3,1999,August,1595.0
2610030392,Unknown,Female,2014-03-23,13:28:00,59148,9.061,1.0,Legal,FALSE,2011-03-22,12:00 PM,2463.0,1284.0,0.0,Pending,FALSE,Madras,"TCS, Wipro",2014,March,-1097.0
2610030022,Unknown,Female,1991-09-07,18:52:00,42341,7.014,1.0,Sales,0,2099-12-12,1:00 PM,2907.0,35.0,33.0,Pending,Ongoing,"Chennai, India","Accenture, Capgemini",1991,September,39543.0
2610030811,Christopher,Male,2011-12-24,12:22:00,142178,17.984,1.0,Sales,Yes,2011-08-30,17:12,0.5,35.0,11.0,No,Yes,Tamil Nadu,"Accenture, Capgemini",2011,December,-116.0
2610030939,Peter,Female,1987-03-09,17:59:00,38989,7.017,1.0,Marketing,TRUE,2022-11-05,midnight,0.5,35.0,0.0,No,Yes,CBE,Infosys,1987,March,13025.0
2610030241,Michelle,Female,1996-04-11,21:34:00,53754,5.455,1.0,Product,Y,2009-10-05,20:34,0.5,35.0,0.0,Pending,Not Completed,"Chennai, India",-,1996,April,4925.0
2610030848,Irene,Female,1992-01-29,11:36:00,133772,19.02,1.0,Sales,0,2001-05-25,10:13 AM,0.12,35.0,0.0,Pending,Yes,Madras,"Accenture, Capgemini",1992,January,3404.0
2610030755,Patrick,Male,2007-08-17,03:16:00,143499,17.495,1.0,Engineering,TRUE,2021-01-15,midnight,0.5,35.0,0.0,Pending,Completed,Unknown,Infosys,2007,August,4900.0
2610030130,Sara,Female,1991-09-23,18:17:00,97058,9.402,0.0,Finance,No,2004-12-17,9:45,0.5,-23.0,0.0,Pending,Yes,India,Infosys,1991,September,4834.0
2610030135,Lillian,Female,2008-12-21,18:51:00,85446,3.959,1.0,Engineering,Yes,2021-09-08,10:51,3661.0,35.0,0.0,Hybrid,TRUE,-,"TCS, Wipro",2008,December,4644.0
2610030425,Unknown,Female,2007-09-18,18:59:00,40297,6.185,1.0,Client Services,TRUE,2018-01-13,19:00,0.5,35.0,0.0,Remote Only,Yes,Madras,Infosys,2007,September,3770.0
2610030956,Willie,Male,1998-02-17,20:20:00,146651,1.451,1.0,Engineering,Y,2004-03-08,midnight,0.5,-16.0,0.0,No,TRUE,Unknown,"Accenture, Capgemini",1998,February,2211.0
2610030799,Victor,Male,2003-08-01,13:02:00,124486,10.166,0.0,Product,Y,1999-11-28,01:03,0.5,35.0,0.0,No,Yes,TN,"TCS, Wipro",2003,August,-1342.0
2610030517,Wayne,Male,2012-07-04,08:00:00,102652,14.085,1.0,Distribution,1,1998-07-30,25:61,0.5,35.0,0.0,Yes,Not Completed,-,Infosys,2012,July,-5088.0
2610030719,Jane,Female,1997-03-09,02:01:00,144474,17.648,0.0,Product,No,2013-11-18,2:00 PM,0.8,35.0,0.0,Hybrid,Not Completed,Unknown,"Accenture, Capgemini",1997,March,6098.0
2610030281,Jessica,Female,1995-10-23,05:53:00,68759,19.343,1.0,Finance,TRUE,2099-12-12,8:07,0.15,35.0,-5.0,Pending,Yes,Madras,Infosys,1995,October,38036.0
2610030056,Mark,Male,2008-12-04,17:40:00,57286,5.025,1.0,Business Development,TRUE,2006-08-03,6:27 PM,0.5,35.0,0.0,Yes,TRUE,India,none,2008,December,-854.0
2610030770,Randy,Male,1999-11-14,12:12:00,58129,1.952,1.0,Distribution,No,1993-05-08,9:25,0.5,3290.0,-2.0,Pending,Yes,-,none,1999,November,-2381.0
2610030954,Lillian,Female,1999-06-19,16:44:00,123940,12.184,1.0,Business Development,Y,2009-10-17,25:61,4787.0,-42.0,0.0,Hybrid,FALSE,India,"Accenture, Capgemini",1999,June,3773.0
2610030500,Ruth,Female,1999-05-18,05:56:00,98233,2.518,1.0,Distribution,TRUE,2015-10-16,25:61,0.5,-51.0,0.0,Remote Only,Yes,"Chennai, India","Accenture, Capgemini",1999,May,5995.0
2610030683,Jerry,Male,2003-12-18,06:46:00,140810,9.177,1.0,Client Services,TRUE,2014-04-15,20:12,0.08,35.0,-3.0,Yes,Yes,-,"Accenture, Capgemini",2003,December,3771.0
2610030434,Sandra,Female,1983-01-19,07:25:00,42090,8.842,1.0,Legal,TRUE,2012-01-06,3:56:00 PM,0.5,35.0,0.0,Yes,Yes,Tamil Nadu,"TCS, Wipro",1983,January,10579.0
2610030057,Unknown,Female,2005-02-23,21:50:00,149654,1.825,1.0,Sales,Y,,3:43 PM,0.5,35.0,-1.0,Pending,Ongoing,-,"Accenture, Capgemini",2005,February,
2610030176,Roger,Male,2004-11-19,15:55:00,51430,6.46,0.0,Marketing,FALSE,2016-10-31,5:19 AM,1048.0,2614.0,0.0,No,Yes,TN,3,2004,November,4364.0
2610030687,Charles,Male,2000-10-14,21:40:00,71749,15.931,0.0,Legal,1,2001-12-08,25:61,0.5,2277.0,0.0,Hybrid,Not Completed,Tamil Nadu,"TCS, Wipro",2000,October,420.0
2610030984,Clarence,Male,1998-02-05,03:16:00,85700,1.215,0.0,Sales,Y,1999-09-16,6:49 AM,1897.0,35.0,0.0,No,Ongoing,CBE,"Accenture, Capgemini",1998,February,588.0
2610030413,Carol,Female,1996-03-19,03:39:00,57783,9.129,0.0,Finance,TRUE,1990-08-12,9:00 PM,0.5,35.0,0.0,Remote Only,Ongoing,Chennai,3,1996,March,-2046.0
2610030810,Lois,Female,2013-10-18,16:51:00,36946,6.652,0.0,Engineering,No,1992-06-17,00:14,0.1,3334.0,47.0,Hybrid,FALSE,Tamil Nadu,"TCS, Wipro",2013,October,-7793.0
2610030541,Barbara,Female,2003-03-05,19:32:00,99326,16.475,1.0,Legal,Yes,2002-03-06,25:61,1134.0,-4.0,5.0,Remote Only,Yes,"Chennai, India",none,2003,March,-364.0
2610030323,Rebecca,Female,1995-02-18,06:50:00,109259,4.443,1.0,Legal,Y,2018-01-20,09:07,0.5,35.0,0.0,Pending,Ongoing,"Chennai, India","Accenture, Capgemini",1995,February,8372.0
2610030272,Irene,Female,2004-01-30,20:25:00,131038,8.996,0.0,Distribution,Y,2014-08-12,3:40:00 AM,0.5,35.0,-5.0,Hybrid,TRUE,"Chennai, India","TCS, Wipro",2004,January,3847.0
2610030246,Ronald,Male,2014-04-30,14:19:00,121068,12.757,1.0,Product,1,2012-09-13,21:07,0.5,35.0,0.0,Pending,Yes,-,3,2014,April,-594.0
2610030115,Steven,Male,1985-10-11,10:53:00,62719,19.127,0.0,Client Services,1,2008-04-02,5:15 PM,0.5,-26.0,0.0,Remote Only,Ongoing,India,"Accenture, Capgemini",1985,October,8209.0
2610030480,Carolyn,Female,2012-06-11,03:51:00,69268,3.031,0.0,Client Services,TRUE,1992-01-17,15:57,0.5,-96.0,-4.0,Yes,TRUE,"Chennai, India","Accenture, Capgemini",2012,June,-7451.0
2610030573,Maria,Female,1990-12-27,21:57:00,36067,9.64,1.0,Product,0,2021-08-04,17:47,0.5,35.0,0.0,Yes,Yes,"Chennai, India",-,1990,December,11178.0
2610030147,Jonathan,Male,2009-07-17,08:15:00,130581,16.736,1.0,Client Services,TRUE,2003-02-07,midnight,0.5,35.0,0.0,Hybrid,TRUE,TN,3,2009,July,-2352.0
2610030054,Gary,Male,1987-12-08,00:04:00,89661,8.525,0.0,Finance,No,2018-06-04,5:44,0.5,-28.0,0.0,No,Yes,India,-,1987,December,11136.0
2610030503,Kimberly,Female,1997-07-15,05:57:00,36643,7.953,0.0,Marketing,TRUE,2020-04-12,13:18,0.5,35.0,0.0,Hybrid,Yes,CBE,"Accenture, Capgemini",1997,July,8307.0
2610030297,Roger,Male,1982-08-11,02:32:00,140558,5.084,1.0,Sales,Yes,1994-09-18,17:15,0.5,35.0,0.0,Remote Only,Completed,CBE,"Accenture, Capgemini",1982,August,4421.0
2610030926,Diana,Female,2013-04-01,07:53:00,103521,2.784,1.0,Business Development,Yes,2000-05-12,7:00 PM,0.8,35.0,0.0,Pending,Ongoing,CBE,none,2013,April,-4707.0
2610030796,Willie,Male,2006-06-06,09:45:00,55281,4.935,1.0,Marketing,TRUE,2014-08-23,13:53,0.5,35.0,0.0,Hybrid,Completed,Unknown,"Accenture, Capgemini",2006,June,3000.0
2610030616,Brandon,Male,2006-03-27,17:54:00,115711,8.012,1.0,Finance,Y,2003-05-18,11:36,0.5,35.0,22.0,Hybrid,Completed,"Chennai, India",Infosys,2006,March,-1044.0
2610030797,Patricia,Female,2012-06-12,04:01:00,114079,8.399,1.0,Client Services,Yes,2016-01-07,25:61,2666.0,1528.0,0.0,Pending,Ongoing,Chennai,Infosys,2012,June,1304.0
2610030857,Katherine,Female,1999-11-14,08:15:00,57531,1.767,0.0,Client Services,0,2000-12-10,16:31,0.5,35.0,0.0,No,Ongoing,Tamil Nadu,Infosys,1999,November,392.0
2610030805,Jonathan,Male,1987-12-10,02:59:00,141069,4.903,0.0,Human Resources,1,2010-06-08,7:34:00 AM,0.5,35.0,0.0,No,Yes,CBE,3,1987,December,8216.0
2610030562,Emily,Female,2007-09-20,11:25:00,89434,11.295,0.0,Engineering,TRUE,2011-11-20,14:29,0.5,35.0,0.0,Remote Only,Yes,India,-,2007,September,1522.0
2610030033,Ruth,Female,1986-12-08,19:29:00,44639,9.148,1.0,Legal,TRUE,1995-11-20,3:48:00 AM,2805.0,35.0,0.0,Remote Only,Completed,Chennai,"TCS, Wipro",1986,December,3269.0
2610030382,Linda,Female,2006-06-24,12:04:00,110967,19.612,1.0,Human Resources,TRUE,1998-11-14,17:05,0.5,35.0,0.0,Remote Only,Ongoing,India,3,2006,June,-2779.0
2610030121,Lisa,Female,2009-02-11,09:42:00,115387,1.821,0.0,Client Services,TRUE,2001-12-04,2:55:00 AM,4529.0,35.0,0.0,Hybrid,Ongoing,TN,-,2009,February,-2626.0
2610030508,Evelyn,Female,1980-05-24,23:10:00,81673,15.364,1.0,Engineering,Y,2009-11-06,11:00 PM,1944.0,35.0,0.0,Pending,Not Completed,CBE,none,1980,May,10758.0
2610030084,Julie,Female,1989-07-23,13.52.00,109588,3.55,0.0,Engineering,Y,2005-01-04,midnight,1102.0,-56.0,0.0,Pending,Yes,"Chennai, India",-,1989,July,5644.0
2610030960,Mary,Female,2009-05-30,23:41:00,92544,3.8,0.0,Client Services,0,1993-03-06,25:61,0.5,728.0,0.0,No,Ongoing,Unknown,none,2009,May,-5929.0
2610030435,Matthew,Male,2013-07-31,08:04:00,142373,2.462,0.0,Marketing,Y,2013-01-08,3:00 PM,0.5,-92.0,35.0,No,Yes,Tamil Nadu,"Accenture, Capgemini",2013,July,-204.0
2610030833,Douglas,Male,1999-03-09,16:00:00,83341,1.015,1.0,Client Services,No,2019-10-18,5:53:00 AM,0.2,35.0,-2.0,Hybrid,Yes,Tamil Nadu,"Accenture, Capgemini",1999,March,7528.0
2610030434,Gregory,Female,1992-06-15,05:08:00,98865,10.628,1.0,Finance,1,2002-06-28,midnight,0.1,35.0,0.0,Yes,Yes,Chennai,"TCS, Wipro",1992,June,3665.0
2610030987,Billy,Male,1995-03-13,12:05:00,120444,7.768,1.0,Finance,No,2005-08-12,11:00 PM,0.08,35.0,0.0,Hybrid,Not Completed,Chennai,3,1995,March,3805.0
2610030381,Unknown,Female,1991-06-17,12:49:00,71945,5.56,1.0,Marketing,0,1990-05-31,3:00 PM,0.1,2273.0,0.0,Remote Only,Completed,Tamil Nadu,3,1991,June,-382.0
2610030069,Gregory,Male,2000-01-29,06:01:00,109564,3.845,0.0,Legal,0,2001-01-10,25:61,0.9,35.0,0.0,No,Ongoing,Chennai,3,2000,January,347.0
2610030406,Jason,Male,1999-10-17,22:09:00,78417,3.067,0.0,Finance,TRUE,2002-05-18,7:27 PM,0.5,35.0,-2.0,Hybrid,Yes,-,"TCS, Wipro",1999,October,944.0
2610030548,Daniel,Male,2010-04-30,03:48:00,106947,15.866,1.0,Legal,1,2017-05-01,25:61,0.09,-63.0,37.0,Yes,Yes,TN,"Accenture, Capgemini",2010,April,2558.0
2610030062,Sarah,Female,1995-09-14,07:50:00,87298,2.311,0.0,Distribution,Yes,2004-11-06,10:38,0.5,35.0,0.0,Pending,Yes,Chennai,-,1995,September,3341.0
2610030684,Harry,Male,2015-01-10,19:47:00,64579,15.266,1.0,Sales,0,2017-01-28,00:54,0.5,35.0,0.0,Remote Only,Not Completed,TN,Infosys,2015,January,749.0
2610030593,Kathy,Female,1995-04-19,00:46:00,50905,9.404,1.0,Finance,0,1992-04-30,midnight,3197.0,35.0,0.0,No,Ongoing,India,"Accenture, Capgemini",1995,April,-1084.0
2610030879,Todd,Male,1999-04-13,10:31:00,59728,11.226,1.0,Client Services,TRUE,2099-12-12,9:00 PM,0.5,35.0,0.0,Hybrid,Not Completed,Madras,-,1999,April,36768.0
2610030773,Bobby,Male,1994-09-23,01:29:00,51685,17.445,1.0,Engineering,FALSE,2018-04-11,6:51,0.5,35.0,0.0,Pending,TRUE,Tamil Nadu,"TCS, Wipro",1994,September,8601.0
2610030096,Jeremy,Male,2000-08-06,00:15:00,49542,1.679,1.0,Distribution,TRUE,1990-08-02,6:53:00 PM,0.4,35.0,0.0,No,FALSE,TN,Infosys,2000,August,-3657.0
2610030165,George,Female,1988-02-24,11:29:00,38375,8.999,0.0,Legal,1,2014-09-22,04:12,0.5,35.0,10.0,Pending,Ongoing,Chennai,"TCS, Wipro",1988,February,9707.0
2610030791,Diane,Female,1993-04-18,03:22:00,64084,17.018,0.0,Product,FALSE,2016-06-10,5:18:00 PM,0.5,3097.0,0.0,Yes,Yes,CBE,"Accenture, Capgemini",1993,April,8454.0
2610030902,Marilyn,Female,1997-04-04,21:28:00,147663,10.263,0.0,Human Resources,Yes,2005-07-31,12:24:00 AM,0.5,35.0,0.0,Yes,FALSE,TN,"TCS, Wipro",1997,April,3040.0
2610030873,Kathryn,Female,2004-04-02,13:47:00,73935,14.752,0.0,Sales,TRUE,2099-12-12,2:39:00 PM,0.5,35.0,0.0,Hybrid,Not Completed,Chennai,3,2004,April,34952.0
2610030173,Irene,Female,1982-04-02,17:26:00,40837,12.182,1.0,Client Services,No,2021-01-05,11:57 AM,0.5,35.0,0.0,Pending,TRUE,CBE,"TCS, Wipro",1982,April,14158.0
2610030353,Norma,Female,2015-11-02,23:44:00,94393,3.643,1.0,Engineering,1,2021-04-12,midnight,4078.0,35.0,0.0,No,Not Completed,-,"Accenture, Capgemini",2015,November,1988.0
2610030942,Laura,Female,2006-02-04,13:57:00,42087,2.624,0.0,Product,TRUE,2017-08-20,midnight,3251.0,1238.0,0.0,Remote Only,Completed,Unknown,"Accenture, Capgemini",2006,February,4215.0
2610030359,Cheryl,Female,2008-09-23,02:57:00,52080,9.375,0.0,Legal,Y,1997-09-18,20:24,0.5,35.0,-3.0,No,FALSE,Madras,-,2008,September,-4023.0
2610030632,Kevin,Male,1982-03-25,07:31:00,35061,5.128,0.0,Legal,TRUE,2017-05-14,1:50,0.5,3970.0,0.0,Yes,TRUE,Unknown,-,1982,March,12834.0
2610030352,Lillian,Female,2016-12-05,15:43:00,64164,17.612,0.0,Human Resources,Yes,1993-04-01,5:13 PM,0.6,-95.0,0.0,Hybrid,Yes,CBE,"TCS, Wipro",2016,December,-8649.0
2610030645,Phyllis,Female,1984-04-21,19:05:00,94088,19.107,0.0,Distribution,1,2002-10-27,10:00 PM,4079.0,35.0,0.0,Pending,Completed,India,none,1984,April,6763.0
2610030288,Walter,Male,1983-06-07,23:54:00,127813,5.961,0.0,Finance,No,2001-06-24,03:38,3713.0,3848.0,0.0,Remote Only,Yes,TN,"Accenture, Capgemini",1983,June,6592.0
2610030618,Robert,Male,1990-10-27,19:15:00,38041,18.428,1.0,Engineering,No,1996-06-18,10:51,0.5,35.0,0.0,Yes,Completed,CBE,none,1990,October,2061.0
2610030760,Jimmy,Male,1986-07-10,17:53:00,126310,5.413,1.0,Product,Yes,2018-11-14,2:30 AM,0.01,35.0,-4.0,Yes,Yes,CBE,Infosys,1986,July,11815.0
2610030100,Clarence,Male,1996-08-10,12:53:00,142561,8.866,0.0,Client Services,FALSE,2019-03-03,15:03,0.5,35.0,0.0,No,Completed,"Chennai, India",3,1996,August,8240.0
2610030233,Victor,Male,1991-11-04,07:44:00,70817,17.138,0.0,Engineering,0,,25:61,0.5,35.0,17.0,Yes,Completed,"Chennai, India",Infosys,1991,November,
2610030998,Fred,Female,1984-02-12,14:03:00,59937,12.045,1.0,Human Resources,No,1991-01-13,midnight,0.05,35.0,-2.0,Yes,Not Completed,India,3,1984,February,2527.0
2610030213,Brenda,Female,2010-07-27,23:07:00,106115,3.742,1.0,Product,Y,1997-04-05,7:34:00 PM,0.5,35.0,0.0,No,TRUE,India,"TCS, Wipro",2010,July,-4861.0
2610030428,Justin,Male,1992-06-12,17:58:00,82782,4.366,1.0,Distribution,FALSE,2009-10-15,9:08:00 PM,0.12,35.0,0.0,Hybrid,Completed,-,"Accenture, Capgemini",1992,June,6334.0
2610030997,Betty,Female,2002-12-06,03:59:00,104896,19.55,1.0,Business Development,FALSE,2012-02-17,12:12,0.3,35.0,0.0,Remote Only,Ongoing,Unknown,3,2002,December,3360.0
2610030145,Randy,Female,1986-06-02,15:04:00,133943,8.94,1.0,Sales,0,1994-01-06,10:59,0.5,35.0,0.0,No,Completed,Unknown,"Accenture, Capgemini",1986,June,2775.0
2610030921,Sharon,Female,1990-01-03,03:46:00,83658,6.513,0.0,Business Development,TRUE,2015-03-25,midnight,0.13,35.0,0.0,No,TRUE,-,"Accenture, Capgemini",1990,January,9212.0
2610030224,Ralph,Male,2004-11-11,01:35:00,71896,4.232,1.0,Marketing,No,1994-10-05,4:00 PM,0.5,35.0,-2.0,Yes,Completed,Tamil Nadu,"TCS, Wipro",2004,November,-3690.0
2610030275,Unknown,Female,2003-04-28,03:01:00,113732,10.391,1.0,Sales,TRUE,2099-12-12,02:38,0.5,35.0,0.0,Hybrid,Yes,-,3,2003,April,35292.0
2610030031,Edward,Male,1985-05-27,22:13:00,110485,7.995,0.0,Client Services,FALSE,2013-08-02,midnight,0.5,35.0,0.0,Pending,TRUE,Unknown,"TCS, Wipro",1985,May,10294.0
2610030996,Denise,Female,2009-03-20,07:57:00,115118,5.108,0.0,Human Resources,Yes,,2:46:00 PM,0.13,35.0,4.0,Hybrid,Not Completed,TN,"Accenture, Capgemini",2009,March,
2610030652,Debra,Female,1998-03-13,23:16:00,48696,4.75,0.0,Legal,FALSE,,07:53,1954.0,35.0,0.0,Yes,Not Completed,CBE,none,1998,March,
2610030892,Unknown,Male,1999-11-25,06:16:00,42676,15.517,1.0,Sales,0,2099-12-12,6:01 AM,0.5,1370.0,0.0,Hybrid,Completed,Tamil Nadu,3,1999,November,36542.0
2610030702,Michael,Male,2002-01-24,03:04:00,43586,12.659,0.0,Client Services,TRUE,1997-03-03,5:24,0.5,-78.0,13.0,Yes,TRUE,Chennai,"Accenture, Capgemini",2002,January,-1788.0
2610030744,Henry,Male,1995-06-02,08:34:00,89258,15.585,1.0,Human Resources,0,1996-09-17,11:00 PM,0.9,35.0,37.0,Pending,Ongoing,Chennai,Infosys,1995,June,473.0
2610030094,Gloria,Female,2007-03-27,01:44:00,90730,2.491,0.0,Distribution,0,1993-06-16,21:13,4412.0,35.0,0.0,No,Yes,Chennai,"TCS, Wipro",2007,March,-5032.0
2610030884,Marie,Female,1995-06-08,13:58:00,100308,13.677,0.0,Product,TRUE,1993-01-22,11:00 PM,0.5,2487.0,0.0,Pending,Not Completed,Unknown,"Accenture, Capgemini",1995,June,-867.0
2610030190,Anne,Female,1986-07-16,14:08:00,69134,3.723,1.0,Engineering,0,2017-05-06,9:00 PM,3321.0,35.0,35.0,Yes,Yes,Tamil Nadu,Infosys,1986,July,11252.0
2610030437,Sarah,Female,1985-11-21,13:08:00,58295,14.603,1.0,Engineering,Yes,1999-10-19,12:38:00 PM,0.5,2879.0,0.0,Yes,TRUE,Madras,3,1985,November,5080.0
2610030851,Stephanie,Female,1983-03-24,11:15:00,50141,13.218,1.0,Human Resources,TRUE,1991-12-28,10:00 PM,0.5,35.0,0.0,Pending,Yes,-,"TCS, Wipro",1983,March,3201.0
2610030162,Roy,Male,2004-09-23,13:31:00,101941,3.45,0.0,Client Services,Y,2014-01-31,8:00 PM,0.2,35.0,36.0,Pending,FALSE,Chennai,"TCS, Wipro",2004,September,3417.0
2610030793,Unknown,Female,2009-05-08,08:14:00,115145,14.063,1.0,Distribution,TRUE,2013-07-29,08:30,3251.0,35.0,11.0,Yes,Yes,"Chennai, India",Infosys,2009,May,1543.0
2610030340,Unknown,Male,2005-04-02,13:01:00,40451,16.044,1.0,Distribution,FALSE,1990-10-31,0:47,0.5,35.0,-2.0,Pending,Yes,"Chennai, India",-,2005,April,-5267.0
2610030969,Irene,Female,1982-03-03,08:26:00,56526,5.81,1.0,Finance,Y,2021-03-19,13:06,0.5,35.0,0.0,Yes,Yes,Madras,"TCS, Wipro",1982,March,14261.0
2610030227,Unknown,Female,1992-02-08,20:35:00,145316,18.517,1.0,Human Resources,TRUE,2010-03-16,8:33 PM,0.5,35.0,0.0,Remote Only,Completed,TN,none,1992,February,6611.0
2610030233,Thomas,Male,2011-06-04,13:04:00,103235,9.554,1.0,Human Resources,1,2013-07-03,midnight,0.08,35.0,0.0,Hybrid,Ongoing,"Chennai, India","Accenture, Capgemini",2011,June,760.0
2610030609,Frank,Female,2001-11-20,10:18:00,58563,12.062,1.0,Marketing,FALSE,1996-11-03,10:51:00 PM,2764.0,35.0,-3.0,Yes,FALSE,Madras,Infosys,2001,November,-1843.0
2610030291,Fred,Male,1980-02-20,02:25:00,74129,18.225,0.0,Product,TRUE,2006-07-27,midnight,0.5,-17.0,0.0,Hybrid,Ongoing,Unknown,"Accenture, Capgemini",1980,February,9654.0
2610030653,Nicholas,Male,1994-12-04,20:21:00,74669,1.113,1.0,Product,TRUE,2004-05-21,21:22,0.2,716.0,0.0,Yes,Ongoing,India,"TCS, Wipro",1994,December,3456.0
2610030360,Howard,Male,1982-05-10,07:22:00,97490,5.46,1.0,Marketing,0,,25:61,0.13,35.0,12.0,Pending,FALSE,-,-,1982,May,
